24,24,26,26,-19,-18,19,18
24,25,26,25,-19,-17,19,17
24,26,26,24,-19,-16,19,16
24,27,26,23,-19,-15,19,15
24,28,26,22,-19,-14,19,14
24,29,26,21,-19,-13,19,13
24,30,26,20,-19,-12,19,12
24,31,26,19,-19,-11,19,11
24,32,26,18,-19,-10,19,10
24,33,26,17,-19,-9,19,9
24,34,26,16,-19,-8,19,8
24,35,26,15,-19,-7,19,7
24,36,26,14,-19,-6,19,6
24,37,26,13,-19,-5,19,5
24,38,26,12,-19,-4,19,4
24,39,26,11,-19,-3,19,3
24,40,26,10,-19,-2,19,2
24,41,26,9,-19,-1,19,1
24,42,26,8,-19,0,19,0
25,42,25,8,-18,0,18,0
26,42,24,8,-17,0,17,0
27,42,23,8,-16,0,16,0
28,42,22,8,-15,0,15,0
29,42,21,8,-14,0,14,0
30,42,20,8,-13,0,13,0
31,42,19,8,-12,0,12,0
32,42,18,8,-11,0,11,0
33,42,17,8,-10,0,10,0
34,42,16,8,-9,0,9,0
35,42,15,8,-8,0,8,0
36,42,14,8,-7,0,7,0
37,42,13,8,-6,0,6,0
38,42,12,8,-5,0,5,0
39,42,11,8,-4,0,4,0
40,42,10,8,-3,0,3,0
41,42,9,8,-2,0,2,0
42,42,8,8,-1,0,1,0
43,42,7,8,18,-3,-18,3
43,41,7,9,18,-4,-18,4
43,40,7,10,18,-5,-18,5
43,39,7,11,18,-6,-18,6
43,38,7,12,18,-7,-18,7
43,37,7,13,18,-8,-18,8
42,37,8,13,17,-8,-17,8
41,37,9,13,16,-8,-16,8
40,37,10,13,15,-8,-15,8
39,37,11,13,14,-8,-14,8
38,37,12,13,13,-8,-13,8
37,37,13,13,12,-8,-12,8
36,37,14,13,11,-8,-11,8
35,37,15,13,10,-8,-10,8
34,37,16,13,9,-8,-9,8
33,37,17,13,8,-8,-8,8
32,37,18,13,7,-8,-7,8
31,37,19,13,6,-8,-6,8
30,37,20,13,5,-8,-5,8
29,37,21,13,4,-8,-4,8
28,37,22,13,3,-8,-3,8
27,37,23,13,2,-8,-2,8
26,37,24,13,1,-8,-1,8
25,37,25,13,0,-8,0,8
24,37,26,13,-1,-8,1,8
24,38,26,12,-1,-7,1,7
24,39,26,11,-1,-6,1,6
24,40,26,10,-1,-5,1,5
24,41,26,9,-1,-4,1,4
24,42,26,8,-1,-3,1,3
